D3,HR,TILT,FQ,OBS,RSRP
372.6459446,2.3,8.1,2600,0,-112
383.2753579,2.19047619,7.6,2600,0,-112
261.0766171,2.555555556,12.7,2600,0,-111
251.318523,2.555555556,13.2,2600,0,-111
240.6075643,2.555555556,13.8,2600,0,-107
231.6246964,2.486486486,14.2,2600,0,-104
225.8007972,2.486486486,14.6,2600,0,-106
219.0182641,2.486486486,15,2600,0,-106
212.5111762,2.555555556,15.9,2600,0,-103
204.8047851,2.555555556,16.5,2600,0,-102
197.1217898,2.555555556,17.3,2600,0,-102
189.4650364,2.555555556,18,2600,0,-101
184.6943421,2.555555556,18.5,2600,0,-100
179.9360998,2.555555556,19.1,2600,0,-100
178.986033,2.555555556,19.2,2600,0,-95
188.5099467,2.555555556,18.1,2600,0,-101
187.5553252,2.555555556,18.2,2600,0,-100
194.537914,2.628571429,17.8,2600,0,-99
200.2823008,2.628571429,17.2,2600,0,-103
206.46065,2.486486486,16.1,2600,0,-101
213.2158531,2.486486486,15.5,2600,0,-101
220.9547465,2.486486486,14.9,2600,0,-102
228.9541439,2.555555556,14.6,2600,0,-105
241.5802144,2.555555556,13.8,2600,0,-108
251.318523,2.555555556,13.2,2600,0,-111
262.0534297,2.555555556,12.6,2600,0,-107
274.7671742,2.555555556,12,2600,0,-113
394.9898733,2.555555556,8.2,2600,0,-114
408.8532744,2.555555556,7.9,2600,0,-114
420.7433897,2.555555556,7.7,2600,0,-112
432.7701468,2.628571429,7.6,2600,0,-113
1201.093668,1.194805195,0.7,1800,0,-95
1209.093049,1.194805195,0.7,1800,0,-95
1209.093049,1.194805195,0.7,1800,0,-98
438.9191269,3.766666667,11.1,2600,0,-85
436.1651064,3.896551724,11.3,2600,0,-85
436.1651064,3.896551724,11.3,2600,0,-84
434.2027176,3.896551724,11.4,2600,0,-84
432.0474511,3.766666667,11.3,2600,0,-92
435.9736231,3.766666667,11.2,2600,0,-80
437.9372101,3.766666667,11.1,2600,0,-80
498.5228179,2.897435897,8.6,2600,0,-84
493.5787678,2.897435897,8.7,2600,0,-84
491.3043863,2.756097561,8.5,2600,0,-83
437.9372101,3.766666667,11.1,2600,0,-75
440.8832045,3.766666667,11.1,2600,0,-75
443.8299224,3.766666667,11,2600,0,-95
431.0661202,3.766666667,11.3,2600,0,-70
434.9919539,3.766666667,11.2,2600,0,-94
404.811067,3.896551724,12.2,2600,0,-93
413.6193903,3.896551724,12,2600,0,-96
416.557319,3.896551724,11.9,2600,0,-89
418.3168655,3.766666667,11.7,2600,0,-89
409.7035514,3.896551724,12.1,2600,0,-82
409.7035514,3.896551724,12.1,2600,0,-90
410.682359,3.896551724,12.1,2600,0,-92
404.811067,3.896551724,12.2,2600,0,-92
395.0341757,3.896551724,12.6,2600,0,-88
390.1499712,3.896551724,12.7,2600,0,-90
392.8676622,3.766666667,12.5,2600,0,-95
397.7562067,3.766666667,12.3,2600,0,-91
400.6906537,3.766666667,12.2,2600,0,-89
403.4216157,3.64516129,12,2600,0,-88
407.3389252,3.64516129,11.9,2600,0,-89
423.8124585,3.53125,11.2,2600,0,-77
429.1479931,3.228571429,10.7,2600,1,-77
438.0011416,3.228571429,10.4,2600,1,-88
448.4863432,3.054054054,9.9,2600,1,-88
453.4754679,3.64516129,10.6,2600,0,-77
449.5419891,3.64516129,10.7,2600,0,-85
379.9539446,3.64516129,12.8,2600,0,-88
384.8376281,3.64516129,12.6,2600,0,-89
390.7019324,3.64516129,12.4,2600,0,-84
395.8004548,3.766666667,12.4,2600,0,-91
398.7342473,3.766666667,12.3,2600,0,-84
376.0491989,3.64516129,12.9,2600,0,-87
377.7856535,3.53125,12.7,2600,1,-87
378.7624585,3.53125,12.7,2600,1,-85
490.612882,2.897435897,8.8,2600,0,-82
484.3810483,2.756097561,8.6,2600,0,-82
478.4485343,2.756097561,8.8,2600,0,-84
523.3067934,3.53125,9,2600,1,-106
536.1538958,3.53125,8.8,2600,1,-106
549.1566261,3.64516129,8.7,2600,1,-106
558.0573447,3.64516129,8.6,2600,1,-106
568.9402429,3.64516129,8.4,2600,1,-108
363.1487299,3.53125,13.2,2600,1,-89
367.049043,3.53125,13.1,2600,1,-89
372.9034728,3.53125,12.9,2600,1,-85
378.9063209,3.138888889,12,2600,1,-79
386.7428086,3.138888889,11.7,2600,1,-84
528.4013626,3.64516129,9,2600,1,-105
538.9703146,3.424242424,8.6,2600,1,-105
570.7766639,3.53125,8.2,2600,1,-103
576.7165682,3.53125,8.2,2600,1,-103
574.5963801,3.424242424,8.1,2600,1,-104
569.2319387,3.138888889,7.9,2600,1,-103
560.3159823,3.138888889,8,2600,1,-100
674.2966706,3.054054054,6.5,2600,1,-99
671.315872,3.054054054,6.5,2600,1,-99
665.3547926,3.054054054,6.6,2600,1,-94
658.5172739,3.138888889,6.8,2600,1,-91
645.1821448,2.306122449,5.7,2600,0,-80
629.263061,2.306122449,5.9,2600,0,-81
614.3427382,2.306122449,6,2600,1,-79
600.4706487,1.591549296,4,2600,0,-83
590.4955546,1.591549296,4.1,2600,0,-78
590.4955546,1.591549296,4.1,2600,1,-88
590,1,0,2600,0,-87
592.0076013,1.027272727,0.3,2600,1,-89
596.0075503,1.027272727,0.3,2600,1,-95
601.0074875,1.027272727,0.3,2600,1,-98
604.2598779,1.527027027,3.7,2600,1,-100
606.2557216,1.527027027,3.7,2600,1,-102
611.4441921,1.591549296,4,2600,1,-100
611.5692929,1.98245614,5.3,2600,1,-104
615.5525973,1.98245614,5.2,2600,1,-104
668.1751267,3.766666667,7.2,2600,1,-106
662.0974249,3.64516129,7.2,2600,1,-106
656.1440391,3.64516129,7.2,2600,1,-107
651.9271432,3.424242424,7.1,2600,1,-106
649.9423051,3.424242424,7.1,2600,1,-104
653.9120736,3.424242424,7.1,2600,1,-108
657.8822083,3.424242424,7,2600,1,-110
661.8527026,3.424242424,7,2600,1,-111
669.91492,3.53125,7,2600,1,-111
676.5116407,3.228571429,6.7,2600,1,-113
685.8002625,3.53125,6.8,2600,1,-112
695.73127,3.53125,6.7,2600,1,-112
708.6444807,3.53125,6.6,2600,1,-110
719.5734848,3.53125,6.5,2600,1,-103
727.5231955,3.53125,6.4,2600,1,-110
672.3094526,3.054054054,6.5,2600,1,-99
667.3417415,3.054054054,6.6,2600,1,-99
663.367922,3.054054054,6.6,2600,1,-99
654.5448801,3.138888889,6.8,2600,1,-99
638.2170477,2.306122449,5.8,2600,0,-85
625.2839355,2.306122449,5.9,2600,0,-85
611.3591416,2.306122449,6,2600,0,-85
599.5840225,2.897435897,7.2,2600,1,-83
586.6856058,2.897435897,7.3,2600,1,-81
573.8083304,2.404255319,6.7,2600,0,-81
559.9035631,2.404255319,6.8,2600,0,-82
548.9817848,2.404255319,7,2600,1,-82
536.1464352,2.054545455,6.3,2600,0,-82
527.5035545,3.054054054,8.4,2600,0,-74
527.5035545,3.054054054,8.4,2600,0,-79
511.5281028,2.973684211,8.5,2600,1,-82
495.7065664,2.973684211,8.8,2600,1,-80
478.1683804,2.26,7.6,2600,0,-80
468.2574078,2.26,7.8,2600,0,-82
452.4080017,2.26,8.1,2600,1,-83
436.6566157,1.506666667,5,2600,0,-84
428.3479894,3.323529412,10.8,2600,1,-84
411.9902911,2.627906977,9.9,2600,0,-86
398.2009543,2.627906977,10.3,2600,1,-87
382.2276808,2.26,9.6,2600,0,-87
367.4411518,2.26,10,2600,0,-89
351.8138712,2.054545455,9.6,2600,0,-86
338.9542742,2.825,12.7,2600,0,-86
326.0490761,2.756097561,13.1,2600,0,-87
312.409987,2.756097561,13.7,2600,0,-86
299.0468191,2.825,14.6,2600,0,-87
285.4908055,2.825,15.3,2600,0,-89
275,3.138888889,17,2600,0,-90
263.5014231,3.138888889,17.8,2600,0,-87
252.6994262,3.054054054,18.4,2600,0,-84
243.1810025,3.054054054,19.2,2600,0,-82
232.7573844,3.054054054,20.2,2600,0,-83
222.6566864,2.897435897,20.7,2600,0,-81
215.127869,2.897435897,21.5,2600,0,-83
206.7002661,2.897435897,22.5,2600,0,-83
195.4788991,2.404255319,21,2600,0,-82
186.096749,2.404255319,22.2,2600,0,-82
180.0249983,2.756097561,25.8,2600,0,-89
179.5132307,2.825,26.4,2600,0,-90
189.6154002,2.825,24.6,2600,0,-78
197.3271395,2.26,19.7,2600,0,-86
206.8284313,2.26,18.7,2600,0,-93
212.0778159,1.467532468,9.9,2600,0,-92
234.957443,2.897435897,19.4,2600,0,-92
245.0550958,2.404255319,16.2,2600,0,-91
260.4995202,2.404255319,15.2,2600,0,-92
276.0525312,2.215686275,13.3,2600,0,-95
290.6888371,2.215686275,12.6,2600,0,-94
303.4880558,2.456521739,13.1,2600,0,-91
316.1803283,2.456521739,12.5,2600,0,-88
328.6715686,2.973684211,13.5,2600,0,-94
341.3414713,2.973684211,13,2600,0,-95
188.0425484,3.054054054,26.2,2600,0,-84
385.394603,3.424242424,12.3,2600,0,-85
398.1205847,3.424242424,11.8,2600,0,-85
411.4608122,3.228571429,11.1,2600,0,-86
423.2493355,3.228571429,10.8,2600,0,-88
435.5066016,2.973684211,10.1,2600,0,-88
435.5066016,2.973684211,10.1,2600,0,-82
460.4834416,3.138888889,9.8,2600,0,-77
473.9715181,2.973684211,9.2,2600,0,-82
487.800164,2.973684211,8.9,2600,0,-78
502.6270984,2.973684211,8.7,2600,0,-77
515.4852083,2.973684211,8.5,2600,0,-77
530.3300859,2.973684211,8.2,2600,0,-79
546.173965,2.973684211,8,2600,0,-78
561.1702059,3.054054054,7.9,2600,0,-80
576.0355892,3.054054054,7.7,2600,0,-80
589.9160957,3.054054054,7.5,2600,0,-84
603.8021199,3.054054054,7.3,2600,0,-86
617.6932896,3.054054054,7.1,2600,0,-87
630.4768037,2.973684211,6.9,2600,0,-85
642.3931818,2.973684211,6.8,2600,0,-89
654.3126164,2.973684211,6.6,2600,0,-89
665.2413096,2.973684211,6.5,2600,0,-90
669.2159592,2.973684211,6.5,2600,1,-93
670.2096687,2.973684211,6.5,2600,1,-95
671.2033969,2.973684211,6.5,2600,1,-100
671.9598202,2.26,5.4,2600,1,-101
675.9423052,2.26,5.4,2600,1,-103
680.3712222,3.138888889,6.5,2600,1,-107
501.4987537,1.793650794,5.8,2600,0,-94
498.9929859,2.26,7.3,2600,1,-94
497.0523111,1.948275862,6.4,2600,1,-91
492.5779126,2.456521739,7.9,2600,0,-82
492.5779126,2.456521739,7.9,2600,0,-82
497.6836345,2.973684211,8.8,2600,0,-78
502.6270984,2.973684211,8.7,2600,0,-81
520.4325124,2.973684211,8.4,2600,0,-79
532.31006,2.973684211,8.2,2600,0,-84
543.2025405,2.973684211,8,2600,0,-80
556.0809294,2.973684211,7.8,2600,0,-79
568.9648495,2.973684211,7.6,2600,0,-87
574.9130369,2.973684211,7.6,2600,1,-89
571.9388079,2.973684211,7.6,2600,1,-88
571.6799804,2.825,7.4,2600,1,-91
569.6964104,2.825,7.4,2600,1,-92
571.6799804,2.825,7.4,2600,1,-95
575.1773639,3.138888889,7.8,2600,1,-96
576.1683782,3.138888889,7.8,2600,1,-98
578.1504994,3.138888889,7.7,2600,1,-97
576.8960045,2.973684211,7.5,2600,1,-98
577.8875323,2.973684211,7.5,2600,1,-101
580.86229,2.973684211,7.5,2600,1,-100
583.6308765,2.354166667,6.4,2600,1,-100
584.6246659,2.354166667,6.4,2600,1,-98
582.7941317,2.017857143,5.6,2600,0,-92
277.7084802,2.568181818,14.9,2600,0,-97
273.5854528,2.511111111,14.9,2600,0,-97
269.7128102,2.511111111,15.1,2600,0,-96
267.0674072,2.568181818,15.5,2600,0,-95
264.1703996,2.568181818,15.7,2600,0,-98
259.6150997,2.627906977,16.3,2600,0,-94
265.3978146,2.627906977,15.9,2600,0,-94
265.3978146,2.627906977,15.9,2600,0,-84
271.1899703,2.627906977,15.5,2600,0,-84
277.95863,2.627906977,15.1,2600,0,-85
284.0176051,2.69047619,15,2600,0,-86
290.0775758,2.756097561,14.8,2600,0,-93
296.863605,2.756097561,14.5,2600,0,-80
304.6309242,2.756097561,14.1,2600,0,-81
312.1810372,2.69047619,13.5,2600,0,-88
319.9765616,2.69047619,13.2,2600,0,-87
328.7582699,2.69047619,12.8,2600,0,-87
296.1384811,2.825,14.7,2600,0,-92
288.3920942,2.825,15.2,2600,0,-92
280.6599366,2.825,15.6,2600,0,-93
272.4151244,2.69047619,15.6,2600,0,-93
270.48475,2.69047619,15.8,2600,0,-93
270.48475,2.69047619,15.8,2600,0,-81
272.4151244,2.69047619,15.7,2600,0,-81
275.0563579,2.627906977,15.3,2600,0,-81
277.95863,2.627906977,15.1,2600,0,-81
283.7692725,2.627906977,14.8,2600,0,-84
289.5876379,2.627906977,14.4,2600,0,-84
295.4132698,2.627906977,14.1,2600,0,-84
299.300852,2.627906977,13.9,2600,0,-84
284.987719,2.456521739,14,2600,0,-98
283.0441662,2.456521739,14.1,2600,0,-98
279.4011453,2.511111111,14.5,2600,0,-98
277.4617091,2.511111111,14.6,2600,0,-98
275.7716447,2.568181818,15,2600,0,-98
196.8476568,2.973684211,24.3,2600,0,-84
183.9809773,2.973684211,26.5,2600,0,-84
164.0030488,2.306122449,25.1,2600,0,-97
171.6187635,2.456521739,25.1,2600,0,-97
196.3084308,3.054054054,24.8,2600,0,-78
184.3908891,3.054054054,26.9,2600,0,-78
100.4191217,2.756097561,0,2600,0,-80
93.08598176,2.756097561,0,2600,0,-81
87.09190548,2.756097561,0,2600,0,-81
82.49242389,2.69047619,0,2600,0,-81
80.5294977,2.69047619,0,2600,0,-81
81.0061726,2.69047619,0,2600,0,-81
85.14693183,2.69047619,0,2600,0,-87
89.93886813,2.456521739,0,2600,0,-87
167.8392088,2.568181818,26.8,2600,0,-87
545.7783433,1.948275862,5.8,2600,1,-86
559.5230111,2.69047619,7.4,2600,1,-86
570.4357983,2.69047619,7.2,2600,1,-86
579.8085891,2.017857143,5.7,2600,0,-86
587.7703633,2.017857143,5.6,2600,0,-86
590.7562949,2.017857143,5.6,2600,0,-86
587.6061606,2.354166667,6.4,2600,1,-89
585.6184765,2.354166667,6.4,2600,1,-89
583.6308765,2.354166667,6.4,2600,1,-89
583.8373061,2.973684211,7.4,2600,1,-89
581.8539336,2.973684211,7.5,2600,1,-89
578.8790893,2.973684211,7.5,2600,1,-80
580.9922547,3.054054054,7.6,2600,0,-80
588.9244434,3.054054054,7.5,2600,0,-80
603.8021199,3.054054054,7.3,2600,0,-80
614.7161947,3.054054054,7.2,2600,0,-82
623.5270644,2.973684211,7,2600,0,-82
633.4556022,2.973684211,6.8,2600,0,-82
643.3863536,2.973684211,6.7,2600,0,-82
656.2994743,2.973684211,6.6,2600,0,-82
665.2413096,2.973684211,6.5,2600,0,-81
670.2096687,2.973684211,6.5,2600,0,-81
672.3094526,3.054054054,6.5,2600,1,-81
674.1846928,2.973684211,6.4,2600,1,-81
676.1723153,2.973684211,6.4,2600,1,-81
572.8429104,2.017857143,5.7,2600,0,-88
560.5149418,2.69047619,7.3,2600,1,-88
545.7783433,1.948275862,5.8,2600,1,-88
534.8354887,1.948275862,5.9,2600,1,-88
524.8895122,1.948275862,6.1,2600,1,-88
512.445119,1.793650794,5.6,2600,0,-88
502.7772867,3.054054054,8.8,2600,0,-83
494.037448,3.138888889,9.1,2600,1,-83
484.1621629,3.138888889,9.3,2600,1,-84
473.3053982,3.138888889,9.5,2600,1,-84
462.4554033,3.138888889,9.7,2600,1,-84
451.6126659,3.138888889,10,2600,1,-84
445.701694,3.138888889,10.1,2600,1,-86
452.5980557,3.138888889,9.9,2600,1,-86
462.4554033,3.138888889,9.7,2600,1,-86
467.1241805,2.568181818,8.6,2600,0,-87
466.0740285,2.973684211,9.4,2600,1,-87
462.126606,2.973684211,9.5,2600,1,-87
454.4007042,3.054054054,9.8,2600,1,-90
443.5594661,3.054054054,10,2600,1,-90
429.597486,2.973684211,10.2,2600,1,-90
416.9844122,3.054054054,10.7,2600,1,-77
404.3983185,3.138888889,11.2,2600,1,-77
391.643971,3.138888889,11.6,2600,1,-77
378.9063209,3.138888889,12,2600,1,-77
367.7295202,2.973684211,12,2600,1,-85
366.7505965,2.973684211,12.1,2600,1,-85
376.544818,2.973684211,11.7,2600,1,-85
390.2742625,2.973684211,11.3,2600,1,-88
401.074806,2.973684211,11,2600,1,-88
413.23722,3.138888889,10.9,2600,1,-88
427,3.138888889,10.6,2600,1,-88
436.8397876,3.138888889,10.3,2600,1,-86
444.7167638,3.138888889,10.1,2600,1,-86
415.0180719,3.054054054,10.7,2600,0,-88
403.2269832,3.054054054,11.1,2600,0,-88
391.4485918,3.054054054,11.4,2600,0,-88
382.6238362,3.054054054,11.7,2600,1,-88
372.6258177,2.973684211,11.9,2600,1,-92
377.5248336,2.973684211,11.7,2600,1,-81
377.5248336,2.973684211,11.7,2600,1,-81
378.5049537,2.973684211,11.7,2600,1,-81
388.3117304,2.973684211,11.4,2600,0,-81
399.1102605,2.973684211,11,2600,0,-77
410.7213167,2.897435897,10.6,2600,0,-77
420.5615294,2.897435897,10.3,2600,1,-77
426.4692251,2.897435897,10.1,2600,1,-81
430.4091077,2.897435897,10.1,2600,1,-81
432.379463,2.897435897,10,2600,1,-81
431.3942512,2.897435897,10,2600,1,-81
428.4390272,2.897435897,10.1,2600,1,-86
418.592881,2.897435897,10.3,2600,1,-86
408.9364254,2.973684211,10.8,2600,1,-86
398.1281201,2.973684211,11.1,2600,1,-84
387.1382182,2.897435897,11.2,2600,1,-84
378.3080755,2.897435897,11.5,2600,1,-84
371.4458238,2.897435897,11.7,2600,1,-87
497.8353141,3.054054054,8.9,2600,0,-80
491.0743325,3.138888889,9.1,2600,1,-80
482.1877228,3.138888889,9.3,2600,1,-80
469.3591375,3.138888889,9.6,2600,1,-80
457.5259555,3.138888889,9.8,2600,0,-80
444.5447109,3.054054054,10,2600,0,-80
243.2632319,2.092592593,14.5,1800,0,-79
230.3605869,2.354166667,17.1,1800,0,-79
218.8743932,2.354166667,18.1,1800,0,-79
208.3962572,2.354166667,19.2,1800,0,-79
199.0904317,2.69047619,22.5,1800,0,-79
187.9281778,2.69047619,24.1,1800,0,-80
177.7920133,2.69047619,25.9,1800,0,-80
101.1187421,2.756097561,0,1800,0,-78
97.74456507,2.825,0,1800,0,-79
95.13148795,2.825,0,1800,0,-79
92.61749295,2.825,0,1800,0,-79
92.61749295,2.825,0,1800,0,-81
90,2.756097561,0,1800,0,-84
90,2.756097561,0,1800,0,-84
91.04943712,2.69047619,0,1800,0,-83
90.60905032,2.456521739,0,1800,0,-83
89.93886813,2.456521739,0,1800,0,-86
85.70297544,2.69047619,0,1800,0,-86
81.49233093,2.69047619,0,1800,0,-86
78.72102642,2.69047619,0,1800,0,-86
78.72102642,2.69047619,0,1800,0,-80
78.29431652,2.69047619,0,1800,0,-80
81.0061726,2.69047619,0,1800,0,-80
85.44003745,2.756097561,0,1800,0,-80
91.21403401,2.756097561,0,1800,0,-80
101.8233765,2.756097561,0,1800,0,-80
312.409987,2.756097561,13.7,2600,0,-82
305.6026832,2.756097561,14,2600,0,-78
296.1384811,2.825,14.7,2600,0,-78
285.4908055,2.825,15.3,2600,0,-78
274.8708788,2.825,16,2600,0,-78
265.126385,3.054054054,17.4,2600,0,-79
255.5621255,3.054054054,18.1,2600,0,-79
245.0816191,3.054054054,19,2600,0,-79
235.5949915,3.054054054,20,2600,0,-79
225.2110122,3.054054054,21,2600,0,-79
213.2510258,2.897435897,21.7,2600,0,-77
203.9019372,2.897435897,23,2600,0,-77
192.3876295,2.825,24.2,2600,0,-77
184.0923681,2.825,25.6,2600,0,-77
176.3660965,2.756097561,26.6,2600,0,-77
184.4911922,2.897435897,26,2600,0,-77
197.9520144,2.825,23.4,2600,0,-77
213.6000936,2.973684211,22,2600,0,-77
227.7059507,2.973684211,20.4,2600,0,-78
244.1352084,3.323529412,20,2600,0,-78
257.8565493,2.456521739,15.6,2600,0,-78
275.8550344,3.424242424,17.6,2600,1,-78
291.2043956,3.424242424,16.6,2600,0,-78
305.4914074,3.766666667,16.4,2600,1,-84
320.9189929,3.766666667,15.5,2600,0,-84
331.5569333,3.766666667,15,2600,0,-84
342.9475179,3.64516129,14.3,2600,0,-84
284.4802278,3.424242424,17,2600,1,-82
276.9205662,3.138888889,16.8,2600,0,-82
276.9205662,3.138888889,16.8,2600,0,-82
277.8812696,3.138888889,16.7,2600,1,-82
279.2704782,1.915254237,11.4,2600,0,-86
290.070681,1.915254237,10.9,2600,0,-86
313.8470965,3.228571429,14.9,2600,1,-78
295.0965944,1.765625,9.7,2600,0,-78
286.1415734,1.915254237,11.1,2600,0,-78
270.2036269,3.138888889,17.3,2600,0,-83
261.2967661,3.054054054,17.7,2600,0,-83
256.4702712,3.323529412,18.9,2600,0,-83
253.6178227,3.323529412,19.2,2600,0,-83
252.667766,3.323529412,19.3,2600,0,-74
252.0337279,3.424242424,19.6,2600,0,-74
250.7688178,3.323529412,19.4,2600,0,-74
252.667766,3.323529412,19.2,2600,0,-74
258.3737603,3.323529412,18.7,2600,0,-86
267.9122991,3.323529412,17.9,2600,0,-86
280.6439025,3.424242424,17.3,2600,0,-86
294.0901222,3.424242424,16.4,2600,0,-86
308.3796362,3.766666667,16.2,2600,0,-86
320.9189929,3.766666667,15.5,2600,0,-87
333.4936281,3.766666667,14.9,2600,0,-87
343.918595,3.64516129,14.2,2600,0,-87
350.7206866,3.64516129,13.9,2600,0,-87
263.210942,3.054054054,17.5,2600,0,-83
247.9354755,3.054054054,18.8,2600,0,-83
230.5319934,2.756097561,19.2,2600,0,-83
216.3330765,2.756097561,20.7,2600,0,-83
202.7806697,3.054054054,23.8,2600,1,-83
184.3827541,2.173076923,20.6,2600,0,-83
179.5132307,2.825,26.4,2600,0,-79
190.53871,2.825,24.5,2600,0,-79
198.2750615,2.26,19.6,2600,0,-79
208.7342808,2.26,18.5,2600,0,-79
224.5439823,2.897435897,20.5,2600,0,-79
235.9067612,2.897435897,19.3,2600,0,-89
245.0550958,2.404255319,16.2,2600,0,-89
256.6320323,2.404255319,15.5,2600,0,-89
267.2901046,2.215686275,13.8,2600,0,-89
277.0270745,2.215686275,13.3,2600,0,-89
257.8158257,1.506666667,8.6,2600,0,-85
245.9532476,1.506666667,9,2600,0,-85
234.7764895,1.467532468,8.9,2600,0,-85
228.2323378,2.017857143,15,2600,0,-85
221.1628359,2.26,17.3,2600,0,-85
213.5064402,2.26,18,2600,0,-85
210.6418762,2.26,18.3,2600,0,-86
218.8880993,2.897435897,21,2600,0,-86
226.4332131,2.897435897,20.2,2600,0,-86
236.8564966,2.897435897,19.2,2600,0,-86
246.018292,2.404255319,16.2,2600,0,-87
256.6320323,2.404255319,15.5,2600,0,-87
265.126385,3.054054054,17.4,2600,0,-87
262.253694,3.054054054,17.6,2600,0,-87
248.8875248,3.054054054,18.7,2600,0,-88
237.4889471,3.054054054,19.8,2600,0,-88
225.5504378,3.138888889,21.3,2600,0,-88
211.5135929,3.138888889,23,2600,0,-88
197.7725967,2.973684211,24.2,2600,0,-88
184.3908891,3.054054054,26.9,2600,0,-88
96.33275663,2.756097561,0,2600,0,-76
88.23264702,2.756097561,0,2600,0,-76
82.49242389,2.69047619,0,2600,0,-81
81.0061726,2.69047619,0,2600,0,-81
82.49242389,2.69047619,0,2600,0,-81
86.83893136,2.69047619,0,2600,0,-81
87.96590248,2.456521739,0,2600,0,-81
97.62171889,2.69047619,0,2600,0,-86
96.26006441,2.69047619,0,2600,0,-96
98.41239759,2.825,0,2600,0,-96
101.1385189,2.825,0,2600,0,-96
94.04786016,2.456521739,0,2600,0,-86
87.4185335,2.69047619,0,2600,0,-86
81.49233093,2.69047619,0,2600,0,-86
79.60527621,2.69047619,0,2600,0,-86
81.0061726,2.69047619,0,2600,0,-86
87.09190548,2.756097561,0,2600,0,-77
94.36630755,2.756097561,0,2600,0,-77
328.2209622,2.825,13.2,2600,0,-80
343.2928779,2.973684211,13,2600,0,-80
357.9455266,2.973684211,12.4,2600,0,-80
371.6463373,2.973684211,11.9,2600,0,-80
385.394603,3.424242424,12.3,2600,0,-80
398.1205847,3.424242424,11.8,2600,0,-80
408.5156056,3.228571429,11.2,2600,0,-81
420.3010826,3.228571429,10.9,2600,0,-81
432.2800019,3.323529412,10.7,2600,0,-81
441.7623796,3.138888889,10.2,2600,0,-81
452.5980557,3.138888889,9.9,2600,0,-72
463.4414742,3.138888889,9.7,2600,0,-77
475.9464256,2.973684211,9.2,2600,0,-71
487.800164,2.973684211,9,2600,0,-71
489.7764796,2.973684211,8.9,2600,1,-71
492.7413114,2.973684211,8.9,2600,1,-71
493.3041658,2.017857143,6.7,2600,1,-71
494.9100928,1.361445783,3.5,2600,0,-76
498.9027961,1.361445783,3.5,2600,0,-76
503.1947933,1.141414141,1.6,2600,0,-76
508.1928768,1.141414141,1.6,2600,0,-76
513.4296446,1.22826087,2.3,2600,0,-76
519.7547499,1.329411765,3.1,2600,1,-87
527.0113851,1.686567164,5,2600,1,-87
530.9962335,1.686567164,5,2600,1,-87
535.9776115,1.686567164,4.9,2600,1,-87
489.9193811,1.361445783,3.5,2600,0,-83
486.9250456,1.361445783,3.5,2600,0,-83
483.9307802,1.361445783,3.6,2600,0,-83
480.1510179,2.26,7.6,2600,1,-83
470.2393008,2.26,7.8,2600,0,-83
459.3408321,2.26,8,2600,0,-73
443.6304769,1.506666667,4.9,2600,0,-73
437.196752,3.323529412,10.6,2600,1,-73
425.3998119,3.323529412,10.9,2600,1,-73
411.9902911,2.627906977,9.9,2600,0,-73
400.1699639,2.627906977,10.2,2600,1,-73
391.1074021,2.26,9.4,2600,0,-73
391.1074021,2.26,9.4,2600,0,-73
391.3936637,1.4125,4.9,2600,0,-73
395.3795645,1.4125,4.8,2600,0,-82
400.4996879,1.215053763,2.9,2600,0,-82
407.4911042,1.215053763,2.8,2600,0,-82
417.4793408,1.215053763,2.8,2600,0,-82
426.2792512,1.4125,4.5,2600,0,-82
437.2470697,1.4125,4.3,2600,0,-84
447.2001789,2.511111111,8.9,2600,1,-84
450.1655251,2.511111111,8.8,2600,1,-84
460.994577,3.424242424,10.2,2600,1,-84
466.9047012,3.424242424,10,2600,1,-84
492.1991467,1.141414141,1.6,2600,0,-87
488.2007784,1.141414141,1.6,2600,0,-87
486.9250456,1.361445783,3.5,2600,0,-87
482.9327075,1.361445783,3.6,2600,0,-87
480.9365863,1.361445783,3.6,2600,0,-80
477.177116,2.26,7.7,2600,0,-80
466.2756695,2.26,7.8,2600,0,-80
455.3789631,2.26,8,2600,1,-80
437.6528304,1.506666667,5,2600,0,-74
431.2968815,3.323529412,10.7,2600,1,-74
417.9042953,2.627906977,9.8,2600,0,-74
408.0490167,2.627906977,10,2600,0,-74
396.2322551,2.627906977,10.3,2600,1,-75
384.2004685,2.26,9.6,2600,0,-75
373.3537197,2.26,9.9,2600,0,-75
362.5162065,2.26,10.2,2600,0,-75
354.5955442,2.825,12.2,2600,0,-75
343.8386249,2.825,12.6,2600,0,-78
332.1219655,2.825,13,2600,0,-78
320.1999375,2.756097561,13.3,2600,0,-78
309.4915185,2.756097561,13.8,2600,0,-78
300.0166662,2.825,14.5,2600,0,-78
288.3920942,2.825,15.1,2600,0,-78
277.7642886,2.825,15.8,2600,0,-79
268.0018657,3.054054054,17.2,2600,0,-79
256.517056,3.054054054,18.1,2600,0,-79
245.0816191,3.054054054,19,2600,0,-79
234.6486736,3.054054054,20,2600,0,-79
224.2699267,3.054054054,21.1,2600,0,-72
213.2510258,2.897435897,21.7,2600,0,-72
202.9704412,2.897435897,23,2600,0,-72
193.3132173,2.825,24.1,2600,0,-72
184.0923681,2.825,25.6,2600,0,-72
176.7766953,2.825,26.9,2600,0,-80
187.2431574,2.897435897,25.5,2600,0,-78
196.468827,2.897435897,24,2600,0,-78
